LAMMPS data file via write_data, version 25 Feb 2016-ICMS, timestep = 20000

762 atoms
2 atom types
1753 bonds
4 bond types

0.0000000000000000e+00 1.0000000000000000e+01 xlo xhi
0.0000000000000000e+00 1.0000000000000000e+01 ylo yhi
0.0000000000000000e+00 1.0000000000000000e+01 zlo zhi
1.2246500000000001e-15 1.2246500000000001e-15 1.2246500000000001e-15 xy xz yz

Masses

1 1
2 1

Atoms # angle

1 1 1 7.6665404930885037e+00 3.9801486388285032e+00 7.9124146323450439e+00 0 0 -2
2 1 1 7.4866135962734424e+00 3.2678651922432751e+00 7.4390081860778370e+00 0 0 -2
3 1 1 6.7610730238494385e+00 3.8706801481604267e+00 7.8206503958704898e+00 0 0 -2
4 1 1 6.2504214288841853e+00 2.8871747854492655e+00 7.9902998903248745e+00 0 0 -2
5 1 1 5.9942248247459231e+00 2.9030759078871453e+00 7.4350056366923978e+00 0 0 -2
6 1 1 6.4161704961272195e+00 3.0659073253682814e+00 6.3999519207363864e+00 0 0 -2
7 1 1 5.9954501640989735e+00 3.3670766437666870e+00 5.4428433311941067e+00 0 0 -2
8 1 1 5.6523129687134208e+00 3.6816478768343956e+00 6.2972474329463459e+00 0 0 -2
9 1 1 6.1523484864904301e+00 3.7536023089842887e+00 7.0130270382270119e+00 0 0 -2
10 1 1 5.6934406480416975e+00 4.3170672970446082e+00 7.4139010177947151e+00 0 0 -2
11 1 1 5.9225821150594058e+00 5.0098897365039727e+00 7.5296728336841934e+00 0 0 -2
12 1 1 5.0253940243722832e+00 4.9333925754745023e+00 7.7265061444537322e+00 0 0 -2
13 1 1 4.6105294607162515e+00 4.7565217409697853e+00 6.7481665650152003e+00 0 0 -2
14 1 1 5.1517478975568318e+00 5.3557007754124060e+00 6.3686501859546807e+00 0 0 -2
15 1 1 5.0761268122585328e+00 5.2638126874347400e+00 6.9993502329098618e+00 0 0 -2
16 1 1 5.2985605880604920e+00 6.0839529732970332e+00 6.6486494774977913e+00 0 0 -2
17 1 1 5.4474293127028623e+00 7.1537332618241312e+00 6.6667422683233255e+00 0 0 -2
18 1 1 5.3143709435853861e+00 7.1438488522517032e+00 7.3423337674856111e+00 0 0 -2
